text,AraBert,EnsembleXAI_LIME_SHAP_mean,EXAI_LIME_SHAP_mean_elbow_simple-lmethod_comprehensiveness,EXAI_LIME_SHAP_mean_elbow_simple-lmethod_sufficiency,EXAI_LIME_SHAP_mean_elbow_simple-lmethod_combined,EXAI_LIME_SHAP_mean_elbow_kneedle_comprehensiveness,EXAI_LIME_SHAP_mean_elbow_kneedle_sufficiency,EXAI_LIME_SHAP_mean_elbow_kneedle_combined,EXAI_LIME_SHAP_mean_elbow_dfdt_comprehensiveness,EXAI_LIME_SHAP_mean_elbow_dfdt_sufficiency,EXAI_LIME_SHAP_mean_elbow_dfdt_combined,EXAI_LIME_SHAP_mean_elbow_lmethod_comprehensiveness,EXAI_LIME_SHAP_mean_elbow_lmethod_sufficiency,EXAI_LIME_SHAP_mean_elbow_lmethod_combined,EXAI_LIME_SHAP_mean_top_n_3_comprehensiveness,EXAI_LIME_SHAP_mean_top_n_3_sufficiency,EXAI_LIME_SHAP_mean_top_n_3_combined,EXAI_LIME_SHAP_mean_top_n_5_comprehensiveness,EXAI_LIME_SHAP_mean_top_n_5_sufficiency,EXAI_LIME_SHAP_mean_top_n_5_combined,EXAI_LIME_SHAP_mean_top_n_10_comprehensiveness,EXAI_LIME_SHAP_mean_top_n_10_sufficiency,EXAI_LIME_SHAP_mean_top_n_10_combined,EXAI_LIME_SHAP_mean_top_n_20_comprehensiveness,EXAI_LIME_SHAP_mean_top_n_20_sufficiency,EXAI_LIME_SHAP_mean_top_n_20_combined,EXAI_LIME_SHAP_mean_threshold_0.1_comprehensiveness,EXAI_LIME_SHAP_mean_threshold_0.1_sufficiency,EXAI_LIME_SHAP_mean_threshold_0.1_combined,EXAI_LIME_SHAP_mean_threshold_0.3_comprehensiveness,EXAI_LIME_SHAP_mean_threshold_0.3_sufficiency,EXAI_LIME_SHAP_mean_threshold_0.3_combined,EXAI_LIME_SHAP_mean_threshold_0.5_comprehensiveness,EXAI_LIME_SHAP_mean_threshold_0.5_sufficiency,EXAI_LIME_SHAP_mean_threshold_0.5_combined,EXAI_LIME_SHAP_mean_threshold_0.7_comprehensiveness,EXAI_LIME_SHAP_mean_threshold_0.7_sufficiency,EXAI_LIME_SHAP_mean_threshold_0.7_combined,nb_selected_tokens_elbow_simple-lmethod,nb_selected_tokens_elbow_kneedle,nb_selected_tokens_elbow_dfdt,nb_selected_tokens_elbow_lmethod,nb_selected_tokens_top_n_3,nb_selected_tokens_top_n_5,nb_selected_tokens_top_n_10,nb_selected_tokens_top_n_20,nb_selected_tokens_threshold_0.1,nb_selected_tokens_threshold_0.3,nb_selected_tokens_threshold_0.5,nb_selected_tokens_threshold_0.7,%_tokens_input_elbow_simple-lmethod,%_tokens_input_elbow_kneedle,%_tokens_input_elbow_dfdt,%_tokens_input_elbow_lmethod,%_tokens_input_top_n_3,%_tokens_input_top_n_5,%_tokens_input_top_n_10,%_tokens_input_top_n_20,%_tokens_input_threshold_0.1,%_tokens_input_threshold_0.3,%_tokens_input_threshold_0.5,%_tokens_input_threshold_0.7
منزل باراك أوباما ..للفخامة عنوان,Positive,"[[0, 'منزل', -0.9422032143405378], [1, 'باراك', -0.9165456846936768], [2, 'أوباما', -0.9846608426134644], [3, '.', -0.5322397749083456], [4, '.', -0.5573791296024693], [5, 'للف', 0.6139684004024331], [6, '##خامة', 0.942257874057275], [7, 'عنوان', 0.07592357596832244]]",0.8200950678437948,-0.0444273948669433,0.9322612313553692,0.8267515040934086,-0.0589687824249267,0.9428601432591676,0.8200950678437948,-0.0444273948669433,0.9322612313553692,0.8200950678437948,-0.0444273948669433,0.9322612313553692,0.8200950678437948,-0.0444273948669433,0.9322612313553692,0.8267515040934086,-0.0589687824249267,0.9428601432591676,0.377586305141449,0.0,0.6887931525707245,0.377586305141449,0.0,0.6887931525707245,0.8255206681787968,-0.0588634014129638,0.9421920347958804,0.8255206681787968,-0.0588634014129638,0.9421920347958804,0.8255206681787968,-0.0588634014129638,0.9421920347958804,0.5752195715904236,0.3863576352596283,0.5944309681653976,3,5,3,3,3,5,8,8,2,2,2,1,0.375,0.625,0.375,0.375,0.375,0.625,1.0,1.0,0.25,0.25,0.25,0.125
#مصر | شاهد: محمد ناصر يفحم ابراهيم عيسى بشدة: أيوة السعودية هي كفيل سيسي,Neutral,"[[0, '#', -0.14368186561230856], [1, 'مصر', -0.03263007832968173], [2, '|', 0.9304467836436392], [3, 'شاهد', 0.9309874446213061], [4, ':', 0.43120213039681754], [5, 'محمد', 0.15775048250457535], [6, 'ناصر', 0.28921629653382797], [7, 'يف', -0.19992795741830977], [8, '##حم', -0.2886896920349727], [9, 'ابراهيم', 0.1647414685579504], [10, 'عيسى', -0.2650090000664153], [11, 'بشدة', -0.38723695862868096], [12, ':', 0.24244858606673925], [13, 'أي', -0.44993575489362164], [14, '##وة', -0.53893818450679], [15, 'السعودية', -0.13187908864047843], [16, 'هي', -0.2582064577499302], [17, 'كفيل', -0.5561034968067502], [18, 'سيس', -1.0], [19, '##ي', -0.4079950088550118]]",0.4362797066569328,-0.0797103643417358,0.7579950354993343,0.4958543367683887,-0.4752119779586792,0.985533157363534,0.4900507535785436,-0.1117914319038391,0.8009210927411914,0.0908257663249969,-0.4710690975189209,0.7809474319219589,0.0908257663249969,-0.4710690975189209,0.7809474319219589,0.4286334663629532,-0.465097427368164,0.9468654468655586,0.4949150942265987,-0.4767307043075561,0.9858228992670774,-0.0235146284103393,0.0,0.4882426857948303,0.4884517397731542,-0.4754489660263061,0.9819503528997302,0.0908257663249969,-0.4710690975189209,0.7809474319219589,0.0851059556007385,-0.4678860902786255,0.776496022939682,0.0851059556007385,-0.4678860902786255,0.776496022939682,19,8,18,3,3,5,10,20,7,3,2,2,0.95,0.4,0.9,0.15,0.15,0.25,0.5,1.0,0.35,0.15,0.1,0.1
بوكيمون اتكلم,Neutral,"[[0, 'بوك', 1.0], [1, '##يمون', -0.39031502431242115], [2, 'ات', -1.0], [3, '##كلم', -0.15833019444865243]]",0.1382756233215332,-0.2896052598953247,0.713940441608429,0.0,0.0272315144538879,0.486384242773056,0.1731925904750824,-0.2836230397224426,0.7284078150987625,0.1731925904750824,-0.2836230397224426,0.7284078150987625,0.1255849599838256,-0.2632689476013183,0.694426953792572,0.0272315144538879,0.0,0.513615757226944,0.0272315144538879,0.0,0.513615757226944,0.0272315144538879,0.0,0.513615757226944,0.1382756233215332,-0.2896052598953247,0.713940441608429,0.1382756233215332,-0.2896052598953247,0.713940441608429,0.1382756233215332,-0.2896052598953247,0.713940441608429,0.1382756233215332,-0.2896052598953247,0.713940441608429,1,0,2,2,3,4,4,4,1,1,1,1,0.25,0.0,0.5,0.5,0.75,1.0,1.0,1.0,0.25,0.25,0.25,0.25
4 عروض فلكية رفضها #نيمار من أجل #برشلونة - للتفاصيل اضغط الرابط #الوطن_العربى,Neutral,"[[0, '4', 0.26852555149914603], [1, 'عروض', 0.2620122739791456], [2, 'فلكية', 0.43866023161405987], [3, 'رفضها', 0.051761375459086156], [4, '#', 0.06853236393392498], [5, 'نيمار', 0.5386463365276172], [6, 'من', -0.16030745106319488], [7, 'أجل', -0.7309452537683448], [8, '#', -0.41126514606439313], [9, 'برشلونة', -0.09186843821195045], [10, '-', 0.7292751458626604], [11, 'للتف', 0.6141627370935618], [12, '##اصيل', -0.25531279961005626], [13, 'اضغط', -0.21395438563021274], [14, 'الرابط', 0.24140083279184676], [15, '#', 0.5573714694485062], [16, 'الوطن', -0.6927630662086101], [17, '_', -0.07081123189585453], [18, 'العربى', -0.43822552974028967]]",0.849510595202446,0.0112168788909912,0.9191468581557274,0.90537291765213,0.0303015112876892,0.9375357031822203,0.7799088060855865,0.0186886191368103,0.8806100934743881,-0.024922490119934,-0.0140646696090698,0.4945710897445678,-0.0068719387054443,-0.0385226011276245,0.5158253312110901,-0.0297570824623107,-0.0280285477638244,0.4991357326507568,0.7799088060855865,0.0186886191368103,0.8806100934743881,0.7765799462795258,0.0,0.8882899731397629,0.2390326261520385,0.0001977086067199,0.6194174587726593,-0.0297570824623107,-0.0280285477638244,0.4991357326507568,-0.0004574060440063,-0.0331564545631408,0.5163495242595673,-0.0119832158088684,0.2195152640342712,0.3842507600784302,17,14,10,6,3,5,10,19,8,5,4,1,0.8947368421052632,0.7368421052631579,0.5263157894736842,0.3157894736842105,0.15789473684210525,0.2631578947368421,0.5263157894736842,1.0,0.42105263157894735,0.2631578947368421,0.21052631578947367,0.05263157894736842
: شكرا #بشارآثرتهم على نفسك .و زففتهم للجنة شهيدا تلو #شهيد وألقيت بنفسك في حفرة مهما أمتلأت /تصرخ :( هل من مزيد ؟…,Negative,"[[0, ':', 0.14677594685961542], [1, 'شكرا', -1.0], [2, '#', -0.5681354906921503], [3, 'بشار', 0.4947814588444188], [4, '##آ', 0.3276841654816246], [5, '##ثرت', 0.4052075131524876], [6, '##هم', 0.459360478356309], [7, 'على', 0.2627197555698376], [8, 'نفسك', 0.3990454984774141], [9, '.', 0.3209847139715196], [10, 'و', 0.2769255010019529], [11, 'ز', 0.3724226677699417], [12, '##فف', 0.26551795588957183], [13, '##تهم', 0.308198412873106], [14, 'للجنة', -0.14669642465645866], [15, 'شهيدا', 0.010267084742483612], [16, 'تلو', 0.2385267189019531], [17, '#', 0.0026569662820652984], [18, 'شهيد', 0.4824599610055119], [19, 'وألقيت', 0.598336355192304], [20, 'بنفسك', 0.5502673678396451], [21, 'في', 0.5249114600593825], [22, 'حفرة', 1.0], [23, 'مهما', 0.5920013426260209], [24, 'أمت', 0.480577438522976], [25, '##ل', 0.4513957729023508], [26, '##أت', 0.3824364599668872], [27, '[UNK]', 0.457589158628141], [28, 'تصرخ', 0.5355821613055697], [29, ':', 0.36719112712242824], [30, '(', -0.15873573372110328], [31, 'هل', 0.36334652647348786], [32, 'من', 0.2839437889478098], [33, 'مزيد', 0.5521166251093934], [34, '؟', 0.5525637989804256], [35, '…', 0.48490793167517177]]",0.3670041300356388,-0.5365315675735474,0.9517678488045932,0.3467720188200474,-0.5758681893348694,0.9613201040774584,0.3731635706499219,-0.4828097820281982,0.92798667633906,0.2841944247484207,-0.0809187889099121,0.6825566068291664,0.2630499899387359,-0.1211171448230743,0.6920835673809052,0.2824087142944336,-0.3589386940002441,0.8206737041473389,0.2954921796917915,-0.5590386986732483,0.92726543918252,0.285343624651432,-0.5824973583221436,0.9339204914867878,0.3538292907178402,-0.5723382234573364,0.9630837570875884,0.3361856788396835,-0.5606716871261597,0.9484286829829216,0.287366583943367,-0.4218824505805969,0.854624517261982,0.2382011860609054,-0.192667007446289,0.7154340967535973,35,29,33,2,3,5,10,20,30,24,8,1,0.9722222222222222,0.8055555555555556,0.9166666666666666,0.05555555555555555,0.08333333333333333,0.1388888888888889,0.2777777777777778,0.5555555555555556,0.8333333333333334,0.6666666666666666,0.2222222222222222,0.027777777777777776
غدا سوف يتم الاعلان عن اللاعب الثالث الذي سيشارك في #بطولة_مبادلة - ابوظبياتمنى مشاركة #فيدرر@MubadalaTennis B…,Neutral,"[[0, 'غدا', -0.10460384546229096], [1, 'سوف', 0.5054697977759657], [2, 'يتم', 0.3834430817086173], [3, 'الاعلان', 0.47134844452240166], [4, 'عن', 0.3341386963732522], [5, 'اللاعب', 0.6258528726669392], [6, 'الثالث', 0.20070555395013023], [7, 'الذي', 0.4928122155466824], [8, 'سيشارك', 0.762074919285255], [9, 'في', 0.6047970773238796], [10, '#', 0.2456035500038813], [11, 'بطولة', 0.05177650610683421], [12, '_', 0.2793670430338625], [13, 'مبادلة', 0.5247756933719001], [14, '-', 0.32699000175990933], [15, 'ابوظبي', -0.5257231024800053], [16, '##اتم', -0.9410411381947656], [17, '##نى', -1.0], [18, 'مشاركة', -0.6234732999172774], [19, '#', 0.3823550175996316], [20, 'فيدرر', 0.6229995905192043], [21, '@', 0.46510276770612835], [22, 'M', 0.3950136973838203], [23, '##ub', 0.16833160225714383], [24, '##ad', 0.3115516485821953], [25, '##al', 0.2225397903495313], [26, '##a', 0.4471010894513284], [27, '##T', 0.25446107132965445], [28, '##en', 0.34295243627942307], [29, '##n', 0.37428883475056596], [30, '##is', 0.6106025508125154], [31, 'B', 0.44144897230482166], [32, '…', 0.24795993068503863]]",0.1155116558074951,-0.2922003269195556,0.7038559913635254,0.460557758808136,-0.3044626116752624,0.8825101852416992,0.470055416226387,-0.3042314052581787,0.8871434107422829,0.470055416226387,-0.3042314052581787,0.8871434107422829,0.2836204171180725,-0.2955257296562195,0.789573073387146,0.2019187211990356,-0.28338623046875,0.7426524758338928,0.0694613456726074,-0.2935152649879455,0.6814883053302765,0.3184863328933716,-0.3001404404640198,0.8093133866786957,0.470055416226387,-0.3042314052581787,0.8871434107422829,0.3184863328933716,-0.3001404404640198,0.8093133866786957,0.1770877838134765,-0.2903352975845337,0.7337115406990051,0.1067056059837341,-0.2894645929336548,0.6980850994586945,32,26,27,27,3,5,10,20,27,20,7,1,0.9696969696969697,0.7878787878787878,0.8181818181818182,0.8181818181818182,0.09090909090909091,0.15151515151515152,0.30303030303030304,0.6060606060606061,0.8181818181818182,0.6060606060606061,0.21212121212121213,0.030303030303030304
شاهد الاناحتفال لاعبين برشلونة بلقب الدوري الاسباني2016 ونزول الجماهير الي ارض ...,Neutral,"[[0, 'شاهد', 1.0], [1, 'الان', 0.060565613736985546], [2, '##احت', 0.0032581744161451764], [3, '##فال', -0.20424537966175677], [4, 'لاعبين', -0.1967596455197157], [5, 'برشلونة', -0.43812897833631387], [6, 'بلقب', -0.7512935899193922], [7, 'الدوري', 0.3003182766177399], [8, 'الاسباني', 0.3642737323413269], [9, '##20', 0.3351704379517614], [10, '##16', 0.2102864936929853], [11, 'ونز', -0.302424628812369], [12, '##ول', -0.45123663138619396], [13, 'الجماهير', -0.48153833534173945], [14, 'الي', -0.3465722666564154], [15, 'ارض', -0.41575069981812907], [16, '.', -0.2189737696655159], [17, '.', -0.31462863667204444], [18, '.', -0.6071185307463906]]",0.4421523511409759,-0.2611232995986938,0.8516378253698349,0.5548880398273468,-0.2635959386825561,0.9092419892549516,0.4852921962738037,-0.1777464151382446,0.8315193057060242,0.3218848705291748,-0.2607331275939941,0.7913089990615845,0.3158410489559173,-0.2585245370864868,0.7871827930212021,0.3218848705291748,-0.2607331275939941,0.7913089990615845,0.6471709832549095,-0.2399387955665588,0.9435548894107342,0.5775980055332184,0.0,0.7887990027666092,0.3218848705291748,-0.2607331275939941,0.7913089990615845,0.2783547341823578,-0.2609831094741821,0.76966892182827,0.1778400540351867,-0.2162623405456543,0.6970511972904205,0.1778400540351867,-0.2162623405456543,0.6970511972904205,7,8,16,5,3,5,10,19,5,4,1,1,0.3684210526315789,0.42105263157894735,0.8421052631578947,0.2631578947368421,0.15789473684210525,0.2631578947368421,0.5263157894736842,1.0,0.2631578947368421,0.21052631578947367,0.05263157894736842,0.05263157894736842
: ريال مدريد تلاعب فساد رشاوي كل ماهو قذر يمارس لإيقاف هيمنة برشلونة ولكن بلا فائدة #لن_ننسىٰ فضيحة الموسم الماضي 👇🏼,Negative,"[[0, ':', -0.8454941628374096], [1, 'ريال', -0.5481855565629793], [2, 'مدريد', -0.7141504033483626], [3, 'تلاعب', 0.46305972937575557], [4, 'فساد', 0.6111928544965138], [5, 'رشا', 0.1519999004782432], [6, '##وي', 0.02629215968283899], [7, 'كل', -0.12426311370726029], [8, 'ماهو', -0.14133766670102893], [9, 'قذ', 0.9218296290450904], [10, '##ر', 0.38241277023792475], [11, 'يمارس', -0.02707747675551736], [12, 'لإيقاف', 0.007291563300630133], [13, 'هيمنة', -0.4573272038748412], [14, 'برشلونة', -0.4519219282535199], [15, 'ولكن', -0.3995842940754391], [16, 'بلا', 0.2770630470150729], [17, 'فائدة', 0.08374910186431761], [18, '#', -0.017518092814228226], [19, 'لن', -0.23351660096735327], [20, '_', -0.12168491211617272], [21, '[UNK]', 0.40213965953110015], [22, 'فضيحة', 0.9027054576027986], [23, 'الموسم', -0.5175827688186507], [24, 'الماضي', -0.7195740031774084], [25, '[UNK]', -0.3539927462083747]]",0.7340113073587418,-0.0347446203231811,0.8843779638409615,0.8606846034526825,-0.0375862121582031,0.9491354078054428,0.8827138058841228,-0.0477216839790344,0.9652177449315786,0.0559045672416687,-0.0315553545951843,0.5437299609184265,0.0559045672416687,-0.0315553545951843,0.5437299609184265,0.0427320599555969,-0.0046225786209106,0.5236773192882538,0.8443475738167763,-0.036492109298706,0.9404198415577412,0.9104528781026602,-0.0133453607559204,0.9618991194292904,0.7340113073587418,-0.0347446203231811,0.8843779638409615,0.0468804836273193,-0.0175507068634033,0.5322155952453613,0.0559045672416687,-0.0315553545951843,0.5437299609184265,0.0313685536384582,-0.030804693698883,0.5310866236686707,8,9,17,3,3,5,10,20,8,6,3,2,0.3076923076923077,0.34615384615384615,0.6538461538461539,0.11538461538461539,0.11538461538461539,0.19230769230769232,0.38461538461538464,0.7692307692307693,0.3076923076923077,0.23076923076923078,0.11538461538461539,0.07692307692307693
: #فهد_المولد مبدع صديق ميسييضيع 50 إنفراد ويسجل على الطائر عل طريقة فان باستنوما رميت إذ رميت ولكن الله رما,Positive,"[[0, ':', -0.5436455845123876], [1, '#', -0.5541943728112273], [2, 'فهد', -0.4250408824935232], [3, '_', -0.5281848882211687], [4, 'المولد', -0.4395818290701845], [5, 'مبدع', 1.0], [6, 'صديق', 0.2736562332118931], [7, 'ميسي', -0.952710049696267], [8, '##يض', -0.9192604603123604], [9, '##يع', -0.9561691714258822], [10, '50', -0.8771806690786157], [11, 'إنف', -0.7385774545764512], [12, '##راد', -0.6781023989762344], [13, 'ويسجل', -0.418755527914734], [14, 'على', -0.6573394577957066], [15, 'الطائر', -0.5979407657685882], [16, 'عل', -0.5831888343425071], [17, 'طريقة', -0.6425026100675018], [18, 'فان', -0.5930252173795583], [19, 'باستن', -0.6958473373578085], [20, '##وما', -0.6937755884861598], [21, 'رمي', -0.6298951236415027], [22, '##ت', -0.5151856346252173], [23, 'إذ', -0.40211098090593317], [24, 'رمي', -0.4920543335925607], [25, '##ت', -0.4861585552933711], [26, 'ولكن', -0.6451330725858963], [27, 'الله', -0.4479710092862105], [28, 'رم', -0.6257563312805973], [29, '##ا', -0.6307950508854531]]",0.6740327477455139,-0.1179997324943542,0.8960162401199341,0.7430895790457726,-0.1296453475952148,0.9363674633204936,0.6740327477455139,-0.1179997324943542,0.8960162401199341,0.6740327477455139,-0.1179997324943542,0.8960162401199341,0.6618572175502777,-0.1131522059440612,0.8875047117471695,0.7607909888029099,-0.1209979057312011,0.9408944472670556,0.7785513326525688,-0.0891815423965454,0.9338664375245572,0.7571606934070587,-0.1124187707901001,0.9347897320985794,0.6740327477455139,-0.1179997324943542,0.8960162401199341,0.6545551419258118,-0.1177334189414978,0.8861442804336548,0.6545551419258118,-0.1177334189414978,0.8861442804336548,0.6545551419258118,-0.1177334189414978,0.8861442804336548,2,4,2,2,3,5,10,20,2,1,1,1,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.1,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333
آردا توران: برشلونة رفض بيعي بمبلغ فلكي! - #برشلونة,Neutral,"[[0, 'آر', 0.9109385726736366], [1, '##دا', -0.3025354606965824], [2, 'تور', 0.12287873990992748], [3, '##ان', 0.21736102357593445], [4, ':', 0.4953317514784624], [5, 'برشلونة', 0.5769066749770615], [6, 'رفض', 0.4988245518053188], [7, 'بيع', -0.493855465709578], [8, '##ي', -0.8016554564665979], [9, 'بمبلغ', 0.028385359527359932], [10, 'فلك', 0.07430689163657461], [11, '##ي', -0.5502463318748272], [12, '!', -0.9403938162934351], [13, '-', 0.5891974512181954], [14, '#', 0.05706524549830527], [15, 'برشلونة', 0.6020856863626687]]",0.0038074254989624,0.2141532897949218,0.3948270678520202,0.6863602995872498,-0.1107345223426818,0.8985474109649658,0.6180460304021835,-0.0641714334487915,0.8411087319254875,0.5943991988897324,-0.1008892059326171,0.8476442024111748,-0.0173584818840026,-0.1051957607269287,0.543918639421463,0.1387184858322143,-0.0954317450523376,0.617075115442276,0.6863602995872498,-0.1107345223426818,0.8985474109649658,0.3421344757080078,0.0,0.6710672378540039,0.7085589319467545,-0.1025485396385192,0.9055537357926368,0.5943991988897324,-0.1008892059326171,0.8476442024111748,0.0377948880195617,-0.1261125802993774,0.5819537341594696,0.0038074254989624,0.2141532897949218,0.3948270678520202,1,10,12,6,3,5,10,16,8,6,4,1,0.0625,0.625,0.75,0.375,0.1875,0.3125,0.625,1.0,0.5,0.375,0.25,0.0625
: مفكر كويتي: موقف #مصر من التصويت لـ #روسيا يخدم #إيران و #إسرائيل ⁧#مصر_تصوت_لصالح_المش…,Negative,"[[0, ':', -0.766187067160053], [1, 'مفكر', 0.3924241796911365], [2, 'كويتي', 0.055403554736032146], [3, ':', -1.0], [4, 'موقف', -0.7066859316138108], [5, '#', -0.3242145626323808], [6, 'مصر', -0.1708889101003026], [7, 'من', -0.4495637403369444], [8, 'التصويت', -0.6807252024126742], [9, '[UNK]', -0.6303446422402801], [10, '#', -0.4571248483739769], [11, 'روسيا', 0.1018013502860523], [12, 'يخدم', 1.0], [13, '#', -0.05093686463591407], [14, 'إيران', 0.09187696291195635], [15, 'و', -0.1584072704888681], [16, '#', -0.04908877276012735], [17, 'إسرائيل', 0.16671528916796552], [18, '#', 0.03845390508593327], [19, 'مصر', -0.023753501793154608], [20, '_', -0.02136694541299733], [21, 'تص', -0.08943720026441138], [22, '##وت', -0.011157942169054635], [23, '_', 0.18420427801179895], [24, 'لصالح', 0.004045355270832884], [25, '_', 0.25158075891243425], [26, 'المش', 0.20817132976678254], [27, '…', -0.03994528915643236]]",0.4340266063809395,0.0215289592742919,0.7062488235533237,0.472420834004879,-0.4437747001647949,0.958097767084837,0.5017952574416995,-0.352587342262268,0.9271912998519838,0.4705963209271431,-0.4360572695732116,0.9533267952501774,0.4675311520695686,-0.4250401258468628,0.9462856389582156,0.4767018146812916,-0.4491838216781616,0.9629428181797266,0.498714555054903,-0.4238169193267822,0.9612657371908426,0.5052053751423955,-0.3070287704467773,0.9061170727945864,0.4620180204510689,-0.4517861008644104,0.9569020606577396,0.4705963209271431,-0.4360572695732116,0.9533267952501774,0.4379542246460914,0.4209852516651153,0.508484486490488,0.4379542246460914,0.4209852516651153,0.508484486490488,27,4,23,2,3,5,10,20,7,2,1,1,0.9642857142857143,0.14285714285714285,0.8214285714285714,0.07142857142857142,0.10714285714285714,0.17857142857142858,0.35714285714285715,0.7142857142857143,0.25,0.07142857142857142,0.03571428571428571,0.03571428571428571
والله كلام طويل يااخي ابحث ف جوجل,Negative,"[[0, 'والله', -0.24007778543310304], [1, 'كلام', -0.601707687762673], [2, 'طويل', -0.7639428372308432], [3, 'يااخي', -0.5729148533387378], [4, 'ابحث', -0.9138743855408609], [5, 'ف', -0.8619876724627975], [6, 'جوجل', 1.0]]",0.3271205127239227,0.0484149456024169,0.6393527835607529,0.3713460564613342,0.066767394542694,0.6522893309593201,0.3271205127239227,0.0484149456024169,0.6393527835607529,0.3271205127239227,0.0484149456024169,0.6393527835607529,0.3713460564613342,0.066767394542694,0.6522893309593201,0.4278725683689117,0.0642194747924804,0.6818265467882156,0.1684277057647705,0.0,0.5842138528823853,0.1684277057647705,0.0,0.5842138528823853,0.2352648675441742,0.4283794611692428,0.4034427031874656,0.2352648675441742,0.4283794611692428,0.4034427031874656,0.2352648675441742,0.4283794611692428,0.4034427031874656,0.2352648675441742,0.4283794611692428,0.4034427031874656,2,3,2,2,3,5,7,7,1,1,1,1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.7142857142857143,1.0,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
4 متصفحات مميزة لهواتف أندرويد -,Neutral,"[[0, '4', 0.4048757525437503], [1, 'متصفح', 0.7038663763122196], [2, '##ات', -0.4439731828357715], [3, 'مميزة', -1.0], [4, 'لهو', 0.2301698082245035], [5, '##اتف', -0.5478034067563082], [6, 'أندرويد', 0.7691018640788293], [7, '-', -0.10057863537655787]]",0.7934555113315582,-0.0043518543243408,0.8989036828279495,0.3972472846508026,0.0790435671806335,0.6591018587350845,0.5460487306118011,0.0492752194404602,0.7483867555856705,0.3972472846508026,0.0790435671806335,0.6591018587350845,0.3972472846508026,0.0790435671806335,0.6591018587350845,0.6401704549789429,0.0465173721313476,0.7968265414237976,0.4067970514297485,0.0,0.7033985257148743,0.4067970514297485,0.0,0.7033985257148743,0.5460487306118011,0.0492752194404602,0.7483867555856705,0.3972472846508026,0.0790435671806335,0.6591018587350845,0.23876953125,0.1738143563270568,0.5324775874614716,0.23876953125,0.1738143563270568,0.5324775874614716,7,3,4,3,3,5,8,8,4,3,2,2,0.875,0.375,0.5,0.375,0.375,0.625,1.0,1.0,0.5,0.375,0.25,0.25
النظام الصحي الأمريكي يحرم أكثر من 13 مليون أمريكي من العلاج,Negative,"[[0, 'النظام', 0.3213199756076229], [1, 'الصحي', -0.6129477472633367], [2, 'الأمريكي', -0.5735893332440636], [3, 'يحرم', 0.9274514953382935], [4, 'أكثر', -0.5088076267749141], [5, 'من', -0.5223467218386755], [6, '13', -1.0], [7, 'مليون', -0.31296153355171685], [8, 'أمريكي', -0.7697962030018057], [9, 'من', -0.44155417353353515], [10, 'العلاج', -0.481611644336985]]",0.4799327552318573,0.1065321564674377,0.6867002993822098,0.5261472687125206,-0.0665499567985534,0.796348612755537,0.5063274018466473,0.0955211520195007,0.7054031249135733,0.4799327552318573,0.1065321564674377,0.6867002993822098,0.4979994669556618,-0.1431079506874084,0.8205537088215351,0.5284373611211777,-0.070276916027069,0.7993571385741234,0.525541365146637,0.0208933353424072,0.7523240149021149,0.406291514635086,0.0,0.703145757317543,0.4799327552318573,0.1065321564674377,0.6867002993822098,0.4799327552318573,0.1065321564674377,0.6867002993822098,0.349039152264595,0.1314316987991333,0.6088037267327309,0.349039152264595,0.1314316987991333,0.6088037267327309,2,4,8,2,3,5,10,11,2,2,1,1,0.18181818181818182,0.36363636363636365,0.7272727272727273,0.18181818181818182,0.2727272727272727,0.45454545454545453,0.9090909090909091,1.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091
